player_id,player_url,player_position,wage,height_cm,weight_kg,bmi,player_age,league_country,final_year_contract,nationality,preferred_foot,body_type,attack_work_rate,defence_work_rate,pace,shooting,passing,dribbling,defending,physic,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_jumping,power_stamina,power_strength,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,minutes_per_match,games_missed,injury,injury_category
264790,https://www.transfermarkt.com/adam-gabriel/profil/spieler/665538,Fullback,5000,190,84,23.27,22,Czech Republic,No,Czech Republic,Right,Normal,High,Medium,69,35,52,58,60,76,67,71,58,58,44,87,70,77,78,63,56,47,34,50,90,6,Knee problems,High-risk
276415,https://www.transfermarkt.com/selim-dilli/profil/spieler/395849,Centre-Midfield,2000,177,76,24.26,25,Türkiye,No,Türkiye,Right,Normal,Medium,Medium,58,40,58,58,57,54,56,60,59,51,68,55,45,56,60,52,36,50,48,46,23.38,0,none,Low-risk
251004,https://www.transfermarkt.com/jose-manuel-lopez/profil/spieler/844797,Attacker,2000,177,70,22.34,23,Brazil,No,Argentina,Left,Normal,Medium,Low,77,64,62,66,26,66,68,85,68,54,74,58,71,75,39,17,66,62,62,52,56.97,0,none,Low-risk
256018,https://www.transfermarkt.com/miguel-berry/profil/spieler/735115,Attacker,2000,190,82,22.71,26,United States,Yes,Spain,Right,Lean,High,Medium,70,62,48,65,27,68,68,71,58,60,48,74,65,71,63,25,68,53,54,62,27.9,0,none,Low-risk
233486,https://www.transfermarkt.com/robin-le-normand/profil/spieler/351809,Centre-Back,41000,187,81,23.16,26,Spain,No,Spain,Right,Lean,Medium,Medium,62,26,54,59,84,79,58,66,41,82,51,86,70,86,72,82,21,32,34,73,84.26,1,muscular problems,Low-risk
262648,https://www.transfermarkt.com/archie-goodwin/profil/spieler/865590,Attacker,500,183,73,21.8,18,Australia,Yes,Australia,Right,Lean,Medium,Medium,67,57,43,58,24,53,68,67,66,52,71,59,53,55,48,24,62,49,42,49,23.75,0,none,Low-risk
241835,https://www.transfermarkt.com/jizz-hornkamp/profil/spieler/185817,Attacker,3000,182,81,24.45,25,Netherlands,No,Netherlands,Right,Normal,High,High,71,68,54,60,58,70,68,74,60,65,63,66,72,72,64,59,60,51,71,62,76.18,16,Ankle injury,High-risk
204709,https://www.transfermarkt.com/diego-rubio/profil/spieler/179308,Attacker,7000,180,77,23.77,31,United States,No,Chile,Right,Normal,High,High,68,72,65,71,48,71,67,68,75,71,73,77,74,69,72,23,73,66,74,70,69.71,0,none,Low-risk
266099,https://www.transfermarkt.com/pablo-pagis/profil/spieler/810411,Attacker,4000,180,67,20.68,20,France,No,France,Right,Normal,Medium,Medium,60,65,47,62,21,55,62,58,61,62,67,65,68,58,31,15,64,47,69,52,55.67,0,none,Low-risk
244413,https://www.transfermarkt.com/manuel-pfeifer/profil/spieler/354069,Fullback,3000,178,78,24.62,23,Austria,No,Austria,Left,Lean,Medium,Medium,69,32,49,58,64,69,68,69,70,65,68,71,70,68,68,64,42,31,28,53,91.09,0,none,Low-risk
263294,https://www.transfermarkt.com/aidan-denholm/profil/spieler/746997,Centre-Midfield,850,175,68,22.2,19,Scotland,Yes,Scotland,Right,Normal,Medium,Medium,67,49,58,63,41,44,65,69,75,45,76,37,58,44,27,49,56,61,53,62,32.75,0,none,Low-risk
277436,https://www.transfermarkt.com/ali-sahin-yilmaz/profil/spieler/743096,Centre-Back,3000,186,82,23.7,19,Türkiye,No,Türkiye,Right,Stocky,Medium,High,62,31,40,45,58,64,61,63,45,56,52,75,58,66,62,57,38,31,43,59,0,0,none,Low-risk
223146,https://www.transfermarkt.com/francisco-rodriguez/profil/spieler/227967,Centre-Midfield,2000,177,77,24.58,27,Switzerland,Yes,Switzerland,Right,Normal,Medium,Medium,69,61,63,68,54,56,69,69,77,65,74,53,68,50,55,62,59,64,48,64,0,0,none,Low-risk
207716,https://www.transfermarkt.com/abdullah-al-hafith/profil/spieler/193151,Centre-Back,5000,185,80,23.37,30,Saudi Arabia,No,Saudi Arabia,Right,Lean,Low,High,33,36,49,45,62,74,32,33,61,56,37,65,69,78,72,61,30,42,42,55,83.48,0,none,Low-risk
264295,https://www.transfermarkt.com/niklas-odegard/profil/spieler/914949,Centre-Midfield,700,189,86,24.08,20,Norway,No,Norway,Right,Normal,High,High,75,53,54,61,50,74,73,76,70,55,68,70,76,77,65,46,59,59,38,60,12.6,0,none,Low-risk
228687,https://www.transfermarkt.com/kasper-dolberg/profil/spieler/283196,Attacker,24000,187,84,24.02,25,Belgium,No,Denmark,Right,Normal,High,Medium,76,77,66,74,30,67,66,84,70,71,63,82,68,79,32,23,73,71,77,73,74.6,2,Muscle injury,Low-risk
261616,https://www.transfermarkt.com/quentin-merlin/profil/spieler/557613,Fullback,12000,174,68,22.46,21,France,No,France,Left,Normal,High,Medium,71,59,73,76,67,56,73,70,71,71,81,58,74,48,55,67,71,69,55,66,70.71,7,"Ankle sprain,Groin injury",High-risk
272967,https://www.transfermarkt.com/danilo-al-saed/profil/spieler/866082,Attacker,850,178,67,21.15,25,Norway,No,Iraq,Right,Lean,Medium,Medium,82,54,51,63,23,50,83,81,77,51,73,49,59,44,52,16,56,56,45,52,46.43,0,none,Low-risk
255536,https://www.transfermarkt.com/niklas-geyrhofer/profil/spieler/394008,Centre-Back,3000,188,77,21.79,23,Austria,Yes,Austria,Right,Lean,Low,Medium,58,27,40,46,65,67,54,62,43,62,59,67,63,69,66,64,26,31,34,58,44.13,0,none,Low-risk
220031,https://www.transfermarkt.com/oli-mcburnie/profil/spieler/298477,Attacker,27000,191,77,21.11,27,England,Yes,Scotland,Right,Lean,Medium,Medium,54,71,58,68,33,78,54,54,55,71,54,80,70,81,80,28,75,66,65,71,59,0,none,Low-risk
272303,https://www.transfermarkt.com/marwan-al-sahafi/profil/spieler/1057857,Attacker,3000,175,65,21.22,19,Saudi Arabia,No,Saudi Arabia,Right,Lean,Medium,Medium,72,42,43,55,25,48,76,68,73,44,63,57,54,48,40,26,41,46,33,42,48.91,0,none,Low-risk
242353,https://www.transfermarkt.com/tony-gallacher/profil/spieler/344579,Fullback,1000,177,71,22.66,23,Scotland,Yes,Scotland,Left,Lean,High,Medium,70,35,50,58,55,62,72,68,71,52,77,56,70,60,60,53,57,43,48,41,70.27,0,none,Low-risk
272970,https://www.transfermarkt.com/jost-urbancic/profil/spieler/487605,Fullback,700,175,73,23.84,23,Norway,No,Slovenia,Left,Normal,Medium,Medium,70,33,47,58,53,60,70,70,64,55,73,59,63,63,51,51,50,42,41,46,73.36,0,none,Low-risk
183569,https://www.transfermarkt.com/eric-maxim-choupo-moting/profil/spieler/45660,Attacker,60000,191,90,24.67,34,Germany,Yes,Cameroon,Right,Normal,Medium,Medium,64,77,69,79,38,70,55,72,73,78,65,82,55,81,57,40,82,70,65,75,27.09,0,none,Low-risk
220971,https://www.transfermarkt.com/naby-keita/profil/spieler/302215,Centre-Midfield,29000,172,64,21.63,28,Germany,No,Guinea,Right,Lean,Medium,Medium,69,72,75,84,69,67,77,62,87,79,89,63,69,62,78,76,74,79,58,83,21.4,10,"Fitness,Muscle injury,Adductor injury",High-risk
234824,https://www.transfermarkt.com/yoane-wissa/profil/spieler/388165,Attacker,57000,176,74,23.89,26,England,No,DR Congo,Right,Lean,Medium,Medium,85,77,69,78,29,70,83,87,82,70,73,78,76,68,66,31,78,70,71,73,72.94,0,none,Low-risk
238980,https://www.transfermarkt.com/lukas-daschner/profil/spieler/334213,Centre-Midfield,13000,182,76,22.94,24,Germany,No,Germany,Right,Normal,High,Medium,70,69,65,73,47,66,79,62,78,69,78,77,70,66,59,60,68,69,49,62,28.74,0,none,Low-risk
258378,https://www.transfermarkt.com/mika-godts/profil/spieler/748804,Attacker,2000,176,70,22.6,18,Netherlands,No,Belgium,Right,Normal,Medium,Medium,76,57,61,73,39,53,79,73,81,63,86,62,53,61,32,32,54,59,43,64,39,17,Thigh problems,High-risk
269447,https://www.transfermarkt.com/pius-grabher/profil/spieler/144585,Centre-Midfield,2000,170,65,22.49,29,Austria,Yes,Austria,Left,Normal,Medium,Medium,61,52,56,64,61,62,66,56,64,58,87,53,85,52,59,64,53,53,39,52,73.85,4,Torn muscle bundle,Low-risk
269432,https://www.transfermarkt.com/hassan-al-majhad/profil/spieler/1051403,Centre-Midfield,2000,167,67,24.02,31,Saudi Arabia,No,Saudi Arabia,Right,Normal,Medium,Medium,58,47,54,60,55,56,59,58,57,55,60,57,61,56,50,57,53,55,43,45,3,0,none,Low-risk
264120,https://www.transfermarkt.com/andrew-moran/profil/spieler/724537,Centre-Midfield,6000,177,73,23.3,19,England,Yes,Ireland,Right,Lean,Medium,Medium,61,54,54,63,39,47,60,61,57,63,70,49,34,52,48,25,48,55,59,68,0,0,none,Low-risk
232838,https://www.transfermarkt.com/isaac-christie-davies/profil/spieler/264660,Centre-Midfield,2000,188,78,22.07,25,Belgium,Yes,Wales,Right,Lean,Medium,Medium,61,55,61,62,55,70,59,63,64,57,65,69,72,74,60,58,58,63,42,57,36.38,0,none,Low-risk
199763,https://www.transfermarkt.com/bartosz-bereszynski/profil/spieler/144143,Fullback,3000,182,77,23.25,30,Italy,Yes,Poland,Right,Normal,High,Medium,79,56,64,69,67,73,76,81,73,66,72,75,83,68,71,67,60,60,50,69,73.58,5,muscular problems,Low-risk
193601,https://www.transfermarkt.com/german-pezzella/profil/spieler/113133,Centre-Back,21000,187,81,23.16,32,Spain,No,Argentina,Right,Normal,Medium,Medium,53,49,49,56,77,74,51,55,32,69,43,78,58,77,85,79,47,22,35,72,87.08,0,none,Low-risk
228283,https://www.transfermarkt.com/ramazan-civelek/profil/spieler/282560,Attacker,5000,171,65,22.23,27,Türkiye,No,Türkiye,Right,Lean,Medium,High,76,57,64,69,62,59,77,75,75,63,80,58,67,57,52,58,65,66,59,64,52,0,none,Low-risk
235553,https://www.transfermarkt.com/yoann-salmier/profil/spieler/351843,Centre-Back,13000,188,85,24.05,30,France,No,French Guiana,Right,Normal,Medium,Medium,35,28,53,55,72,80,36,34,37,68,41,76,71,88,71,70,39,49,33,68,79,0,none,Low-risk
269272,https://www.transfermarkt.com/achraf-douiri/profil/spieler/516761,Attacker,1000,180,63,19.44,23,Netherlands,Yes,Netherlands,Right,Lean,Medium,Medium,82,55,54,65,56,64,84,80,79,57,72,64,63,66,61,54,57,55,54,54,31.75,0,none,Low-risk
176048,https://www.transfermarkt.com/kei-kamara/profil/spieler/39049,Attacker,4000,191,86,23.57,39,United States,Yes,Sierra Leone,Right,Lean,Medium,High,68,69,63,68,39,73,64,71,66,69,61,82,67,77,69,34,69,69,72,68,39.06,0,none,Low-risk
234167,https://www.transfermarkt.com/siebe-van-der-heyden/profil/spieler/400131,Centre-Back,16000,185,76,22.21,25,Spain,No,Belgium,Left,Lean,Medium,High,58,34,57,53,73,74,54,61,59,69,59,74,75,72,79,74,32,49,36,62,56.09,0,none,Low-risk
258230,https://www.transfermarkt.com/jaouen-hadjam/profil/spieler/750903,Fullback,7000,184,83,24.52,20,France,No,Algeria,Left,Normal,High,Low,76,52,61,68,63,72,75,77,68,68,65,72,75,74,65,64,58,60,58,64,13.13,0,none,Low-risk
246548,https://www.transfermarkt.com/osame-sahraoui/profil/spieler/580657,Attacker,7000,170,65,22.49,22,Netherlands,No,Norway,Right,Lean,High,High,79,56,65,80,45,55,85,74,92,68,92,53,78,45,50,48,66,67,49,72,77.67,1,Hamstring injury,Low-risk
268778,https://www.transfermarkt.com/karim-boudiaf/profil/spieler/222385,Centre-Midfield,14439,190,85,23.55,32,Qatar,No,Qatar,Right,Normal,Medium,Medium,50,62,71,69,67,74,50,50,62,69,58,71,77,78,62,67,57,74,40,72,62.36,0,none,Low-risk
248171,https://www.transfermarkt.com/davide-bettella/profil/spieler/357995,Centre-Back,9000,185,75,21.91,23,Italy,No,Italy,Right,Lean,Low,Medium,60,35,47,50,67,60,58,61,51,62,57,68,42,66,65,65,38,42,40,56,2,8,"Ankle problems,Ankle injury",High-risk
223313,https://www.transfermarkt.com/hakan-arslan/profil/spieler/85127,Centre-Midfield,9000,186,76,21.97,34,Türkiye,Yes,Türkiye,Right,Lean,Medium,High,59,69,66,69,69,75,65,54,69,69,59,75,75,76,70,68,73,68,61,73,39.74,12,"Tendon rupture,Calf injury",High-risk
269246,https://www.transfermarkt.com/mike-eerdhuijzen/profil/spieler/482141,Centre-Back,3000,191,78,21.38,22,Netherlands,No,Netherlands,Left,Normal,Medium,High,61,25,48,45,66,75,54,66,57,63,48,72,71,83,60,66,26,28,37,48,70.55,16,"Ankle injury,muscular problems,Groin injury",High-risk
230938,https://www.transfermarkt.com/franck-kessie/profil/spieler/294808,Centre-Midfield,46000,183,74,22.1,26,Saudi Arabia,No,Cote d'Ivoire,Right,Normal,High,High,79,76,74,79,81,87,77,80,70,79,77,85,93,87,82,82,76,76,88,83,85.94,0,none,Low-risk
238157,https://www.transfermarkt.com/mads-roerslev/profil/spieler/391005,Fullback,24000,184,67,19.79,24,England,No,Denmark,Right,Lean,Medium,Medium,69,45,65,67,65,69,68,70,69,68,68,62,76,68,64,65,60,66,35,67,60.68,0,none,Low-risk
231307,https://www.transfermarkt.com/morgan-poaty/profil/spieler/272640,Fullback,3000,177,75,23.94,25,Switzerland,No,Congo,Left,Normal,High,High,86,49,52,65,60,73,87,86,86,60,71,82,80,71,65,61,54,62,47,56,71.28,0,none,Low-risk
197756,https://www.transfermarkt.com/jordan-ayew/profil/spieler/108354,Attacker,36000,182,81,24.45,31,England,Yes,Ghana,Right,Normal,Medium,High,74,72,69,77,55,73,73,74,78,75,72,82,73,72,74,50,74,72,73,69,72.32,0,none,Low-risk
263765,https://www.transfermarkt.com/tom-bischof/profil/spieler/822959,Centre-Midfield,3000,176,66,21.31,18,Germany,No,Germany,Left,Lean,Medium,Medium,61,55,65,71,43,50,63,59,77,62,81,41,59,44,56,34,55,69,54,65,12.21,0,none,Low-risk
246674,https://www.transfermarkt.com/bruno-paz/profil/spieler/314963,Centre-Midfield,6000,179,72,22.47,25,Türkiye,Yes,Angola,Right,Normal,Medium,High,72,55,67,70,64,72,71,72,76,64,73,76,69,73,72,68,62,67,53,70,59.13,5,Muscle injury,Low-risk
246430,https://www.transfermarkt.com/dusan-vlahovic/profil/spieler/357498,Attacker,125000,190,75,20.78,23,Italy,No,Serbia,Left,Normal,Medium,Medium,80,85,66,79,29,82,77,83,63,85,53,91,79,88,69,24,86,68,79,80,68.66,3,"muscular problems,Back problems",Low-risk
270894,https://www.transfermarkt.com/lamine-diack/profil/spieler/649024,Centre-Midfield,5000,186,79,22.84,22,France,Yes,Senegal,Right,Normal,Medium,High,76,59,61,66,65,77,75,76,78,60,63,76,85,74,74,70,62,57,60,59,1,0,none,Low-risk
262209,https://www.transfermarkt.com/erik-duenas/profil/spieler/792335,Centre-Midfield,500,163,54,20.32,19,United States,No,Mexico,Right,Lean,Medium,High,72,36,53,64,55,38,72,72,81,58,94,36,53,30,39,53,54,47,32,56,30.09,0,none,Low-risk
212232,https://www.transfermarkt.com/jamie-maclaren/profil/spieler/173591,Attacker,13000,179,76,23.72,29,Australia,Yes,Australia,Right,Normal,High,Medium,81,73,62,70,38,76,83,80,86,76,81,86,89,72,67,40,77,65,75,76,76.06,0,none,Low-risk
269875,https://www.transfermarkt.com/sanoussy-ba/profil/spieler/717346,Fullback,4000,184,73,21.56,19,Austria,Yes,Germany,Left,Normal,Medium,Medium,74,34,53,65,56,48,75,74,68,49,66,48,53,48,44,57,45,54,29,49,29.31,0,none,Low-risk
224069,https://www.transfermarkt.com/karl-toko-ekambi/profil/spieler/315110,Attacker,15000,182,70,21.13,30,Saudi Arabia,No,Cameroon,Right,Lean,High,Low,82,77,71,76,24,69,80,84,76,75,69,84,75,73,48,21,78,74,74,78,89.13,0,none,Low-risk
274518,https://www.transfermarkt.com/matthew-scarcella/profil/spieler/911592,Centre-Midfield,850,173,70,23.39,19,Australia,No,Australia,Right,Lean,Medium,Medium,69,39,51,59,41,42,68,69,56,52,77,41,41,46,35,42,44,48,42,55,8.83,0,none,Low-risk
221658,https://www.transfermarkt.com/ahmed-sharahili/profil/spieler/319552,Centre-Back,33000,185,77,22.5,29,Saudi Arabia,No,Saudi Arabia,Left,Lean,Medium,Medium,76,33,61,64,74,80,74,78,72,75,69,83,85,82,67,75,34,49,41,69,88,49,Cruciate ligament tear,High-risk
201454,https://www.transfermarkt.com/faouzi-ghoulam/profil/spieler/126656,Fullback,10000,188,80,22.63,32,Türkiye,Yes,Algeria,Left,Normal,Medium,Medium,62,64,71,70,72,67,56,67,70,69,62,68,66,65,74,73,67,69,76,73,66.63,0,none,Low-risk
257298,https://www.transfermarkt.com/alberk-koc/profil/spieler/374882,Fullback,3000,181,77,23.5,26,Türkiye,Yes,Türkiye,Left,Normal,High,Medium,68,36,54,59,63,63,70,66,69,54,67,64,74,62,52,58,47,36,41,62,15.5,0,none,Low-risk
236027,https://www.transfermarkt.com/james-brown/profil/spieler/437573,Fullback,2000,186,79,22.84,25,Scotland,Yes,Ireland,Right,Normal,Low,High,69,39,50,60,61,70,72,67,69,52,66,71,71,71,64,59,42,45,33,56,73.18,0,none,Low-risk
199626,https://www.transfermarkt.com/andre-andre/profil/spieler/63837,Centre-Midfield,10000,174,70,23.12,33,Portugal,Yes,Portugal,Right,Normal,High,High,63,69,75,75,68,70,64,62,71,71,74,69,74,64,82,63,75,76,77,80,37.15,0,none,Low-risk
247667,https://www.transfermarkt.com/tae-hyeon-kim/profil/spieler/645847,Centre-Back,700,179,73,22.78,23,Japan,No,"Korea, South",Right,Normal,High,Medium,69,41,52,56,53,71,70,68,67,58,68,78,79,68,65,53,58,48,34,56,80.1,0,none,Low-risk
270404,https://www.transfermarkt.com/lucas-oliveira/profil/spieler/592373,Centre-Back,900,195,85,22.35,28,Brazil,No,Brazil,Right,Lean,Medium,Medium,,,,,,,16,21,36,57,25,54,29,69,23,9,7,24,11,25,0,1,Injury to the ankle,Low-risk
276965,https://www.transfermarkt.com/bego-kujrakovic/profil/spieler/920465,Centre-Midfield,500,180,70,21.6,17,Austria,No,Austria,Left,Normal,Medium,Medium,64,35,50,50,50,54,65,64,66,34,67,53,50,53,60,45,28,50,44,34,0,28,Knee injury,High-risk
232610,https://www.transfermarkt.com/takuma-asano/profil/spieler/245744,Attacker,22000,173,71,23.72,28,Germany,Yes,Japan,Right,Normal,Medium,Medium,90,68,62,78,32,68,92,88,90,77,85,82,71,74,46,29,74,67,65,72,69.75,0,none,Low-risk
259356,https://www.transfermarkt.com/carney-chukwuemeka/profil/spieler/659459,Centre-Midfield,12000,187,70,20.02,19,England,No,England,Right,Lean,Medium,Medium,64,59,64,71,50,58,66,63,57,61,69,58,52,61,58,49,66,69,58,69,21.17,31,"Ankle injury,Fitness,Knee injury,Knee injury",High-risk
238379,https://www.transfermarkt.com/nikolas-nartey/profil/spieler/400546,Centre-Midfield,10000,185,81,23.67,23,Germany,No,Denmark,Left,Normal,Medium,Medium,72,49,67,74,66,70,71,73,76,73,78,75,69,72,67,66,63,70,41,67,0,50,"Fitness,Cartilage damage,Knee problems",High-risk
250913,https://www.transfermarkt.com/brian-de-keersmaecker/profil/spieler/429916,Centre-Midfield,2000,182,75,22.64,23,Netherlands,No,Belgium,Right,Normal,Medium,Medium,74,53,60,65,58,71,72,75,72,63,67,71,73,68,74,62,56,62,49,64,89.56,0,none,Low-risk
178614,https://www.transfermarkt.com/fernando-varela/profil/spieler/59084,Centre-Back,3000,183,83,24.78,35,Portugal,Yes,Cape Verde,Right,Normal,Low,Medium,61,44,53,59,68,79,60,62,58,68,71,80,69,86,73,67,44,52,54,68,86.31,0,none,Low-risk
255501,https://www.transfermarkt.com/kang-in-lee/profil/spieler/557149,Centre-Midfield,900,176,68,21.95,22,France,No,"Korea, South",Right,Normal,Medium,Medium,59,47,44,52,49,52,64,54,61,55,62,46,53,48,60,45,56,39,42,38,57.86,4,Muscle injury,Low-risk
263657,https://www.transfermarkt.com/thorir-johann-helgason/profil/spieler/488996,Centre-Midfield,4000,187,66,18.87,22,Italy,Yes,Iceland,Right,Lean,High,Medium,62,61,62,64,48,61,57,66,62,59,58,50,70,62,49,55,64,59,41,63,0,0,none,Low-risk
277682,https://www.transfermarkt.com/melle-witteveen/profil/spieler/603477,Centre-Midfield,1000,175,70,22.86,20,Netherlands,Yes,Netherlands,Left,Normal,High,Medium,72,53,61,58,45,55,73,72,58,57,70,62,63,50,57,47,62,58,52,48,16.33,0,none,Low-risk
184881,https://www.transfermarkt.com/sofiane-feghouli/profil/spieler/57162,Centre-Midfield,16000,176,75,24.21,33,Türkiye,Yes,Algeria,Right,Normal,Medium,Low,63,69,74,72,32,59,62,64,65,68,71,58,45,60,72,31,75,76,62,70,60.48,0,none,Low-risk
239579,https://www.transfermarkt.com/michael-baidoo/profil/spieler/471145,Centre-Midfield,2000,174,70,23.12,25,Sweden,No,Ghana,Right,Lean,High,Medium,81,56,61,68,50,59,82,81,84,65,83,66,61,58,55,52,62,64,55,53,87.13,0,none,Low-risk
257716,https://www.transfermarkt.com/stefan-colakovski/profil/spieler/714272,Attacker,950,177,70,22.34,23,Australia,Yes,North Macedonia,Right,Lean,High,Medium,78,53,50,59,33,54,80,76,70,55,66,65,52,55,52,31,56,54,52,52,57.86,0,none,Low-risk
255339,https://www.transfermarkt.com/jayden-nelson/profil/spieler/635445,Attacker,2000,170,66,22.84,21,Norway,No,Canada,Right,Lean,Medium,Medium,89,58,56,72,48,47,90,89,90,55,84,55,64,38,45,49,61,57,53,68,53.4,0,none,Low-risk
256675,https://www.transfermarkt.com/omar-marmoush/profil/spieler/445939,Attacker,31000,183,81,24.19,24,Germany,No,Egypt,Right,Normal,High,Low,85,74,63,80,30,68,84,86,90,73,80,79,69,66,67,30,76,69,67,67,76.71,0,none,Low-risk
232829,https://www.transfermarkt.com/koki-ogawa/profil/spieler/351567,Attacker,6000,183,77,22.99,25,Netherlands,No,Japan,Right,Lean,Medium,Medium,79,66,54,64,29,68,76,81,67,67,55,76,71,71,55,12,74,63,60,71,72.81,0,none,Low-risk
185144,https://www.transfermarkt.com/massimo-coda/profil/spieler/33763,Attacker,24000,184,73,21.56,34,Italy,Yes,Italy,Right,Normal,High,Low,61,75,58,71,25,65,67,56,59,73,66,80,58,73,51,26,79,60,63,75,12,0,none,Low-risk
227813,https://www.transfermarkt.com/oleksandr-zinchenko/profil/spieler/203853,Fullback,100000,175,64,20.9,26,England,No,Ukraine,Left,Lean,High,Medium,66,66,83,83,78,69,72,61,78,81,78,74,75,63,75,79,77,82,58,83,59.49,0,none,Low-risk
231340,https://www.transfermarkt.com/gonzalo-montiel/profil/spieler/402733,Fullback,29000,175,70,22.86,26,England,Yes,Argentina,Right,Normal,High,Medium,82,62,69,75,76,81,83,82,82,76,75,84,93,72,87,78,77,70,82,75,61.05,0,none,Low-risk
260162,https://www.transfermarkt.com/mario-stroeykens/profil/spieler/588866,Centre-Midfield,3000,177,73,23.3,18,Belgium,Yes,Belgium,Right,Normal,Medium,Low,74,64,63,71,30,62,75,74,75,64,71,69,59,68,51,27,60,60,60,62,61.98,0,none,Low-risk
262288,https://www.transfermarkt.com/abdulrahman-al-harthi/profil/spieler/934279,Attacker,3000,170,63,21.8,24,Saudi Arabia,No,Saudi Arabia,Right,Lean,Medium,Medium,72,49,52,59,24,49,74,70,71,52,75,49,55,49,43,21,52,53,49,51,25.27,0,none,Low-risk
243200,https://www.transfermarkt.com/samuele-mulattieri/profil/spieler/457422,Attacker,8000,183,77,22.99,22,Italy,No,Italy,Right,Normal,Medium,Medium,71,69,60,68,37,64,70,72,69,66,65,73,62,69,53,35,72,60,53,62,22.87,0,none,Low-risk
230737,https://www.transfermarkt.com/tobias-lauritsen/profil/spieler/272206,Attacker,6000,194,85,22.58,25,Netherlands,No,Norway,Right,Lean,Medium,Low,61,66,51,61,42,77,63,59,56,66,52,91,75,84,57,38,74,58,62,64,81,4,"Ankle injury,Foot injury,Back problems",Low-risk
266032,https://www.transfermarkt.com/jamie-bynoe-gittens/profil/spieler/670882,Attacker,9000,177,74,23.62,18,Germany,No,England,Right,Lean,Medium,Medium,88,59,58,80,24,52,86,89,89,66,83,60,60,52,38,24,60,56,53,59,41.06,0,none,Low-risk
233483,https://www.transfermarkt.com/tarik-tissoudali/profil/spieler/245228,Attacker,23000,182,70,21.13,30,Belgium,No,Morocco,Right,Normal,High,High,72,73,68,82,27,57,74,71,86,70,77,71,55,66,33,20,76,72,67,78,65.04,0,none,Low-risk
240837,https://www.transfermarkt.com/mert-hakan-yandas/profil/spieler/306462,Centre-Midfield,21000,174,70,23.12,28,Türkiye,Yes,Türkiye,Right,Lean,High,High,72,69,72,71,62,73,75,70,74,69,75,65,83,66,78,63,72,69,66,69,42.37,15,"Hamstring strain,Heel injury",High-risk
257091,https://www.transfermarkt.com/toon-raemaekers/profil/spieler/712086,Centre-Back,3000,194,85,22.58,22,Belgium,No,Belgium,Right,Lean,High,Medium,52,46,58,55,62,66,53,51,46,57,39,71,52,75,62,64,22,48,47,59,19.83,30,Cruciate ligament injury,High-risk
261512,https://www.transfermarkt.com/lewis-mayo/profil/spieler/403569,Centre-Back,2000,191,82,22.48,23,Scotland,No,Scotland,Right,Normal,High,Medium,68,36,51,57,63,70,66,69,55,60,50,75,67,75,60,65,41,57,38,50,89.3,0,none,Low-risk
237407,https://www.transfermarkt.com/chris-durkin/profil/spieler/367423,Centre-Midfield,2000,182,75,22.64,24,United States,Yes,United States,Right,Normal,Medium,High,56,58,65,64,62,68,49,62,53,64,67,56,82,63,65,63,55,62,50,61,82.55,0,none,Low-risk
257980,https://www.transfermarkt.com/dan-ndoye/profil/spieler/365108,Attacker,17000,184,79,23.33,22,Italy,No,Switzerland,Right,Normal,Medium,Medium,81,65,64,73,45,66,80,82,76,66,73,71,67,68,56,30,69,64,60,63,55.91,6,Hamstring injury,High-risk
269513,https://www.transfermarkt.com/jan-mejdr/profil/spieler/404267,Fullback,700,185,87,25.42,28,Czech Republic,No,Czech Republic,Right,Normal,High,High,72,46,56,64,69,78,70,74,67,66,56,83,78,78,76,69,55,43,35,53,65,0,none,Low-risk
238516,https://www.transfermarkt.com/leo-ostigard/profil/spieler/367284,Centre-Back,28000,185,81,23.67,23,Italy,No,Norway,Right,Stocky,Medium,Medium,68,37,50,61,71,81,67,69,67,71,61,84,69,84,86,69,35,34,42,58,60.84,0,none,Low-risk
247582,https://www.transfermarkt.com/frankie-amaya/profil/spieler/575368,Centre-Midfield,3000,163,64,24.09,23,United States,Yes,United States,Right,Normal,High,High,72,53,65,70,64,66,73,71,80,67,80,55,80,55,80,63,60,68,45,61,80.5,0,none,Low-risk
275212,https://www.transfermarkt.com/gino-vivi/profil/spieler/1089578,Attacker,1000,173,68,22.72,23,United States,No,Costa Rica,Right,Normal,Medium,Medium,67,52,52,59,29,43,65,68,62,51,78,35,49,44,35,24,52,53,45,53,0,0,none,Low-risk
272931,https://www.transfermarkt.com/hugo-bolin/profil/spieler/667251,Centre-Midfield,800,179,64,19.97,20,Sweden,No,Sweden,Right,Lean,High,Medium,75,58,51,66,36,52,77,74,79,45,74,45,74,41,52,27,53,52,48,52,30.58,0,none,Low-risk
247354,https://www.transfermarkt.com/benji-michel/profil/spieler/627183,Attacker,2000,178,75,23.67,25,Portugal,No,United States,Right,Normal,High,Medium,90,64,53,64,22,58,91,89,80,59,70,78,63,58,48,19,66,52,56,56,18.33,0,none,Low-risk
258813,https://www.transfermarkt.com/tyler-wolff/profil/spieler/763648,Attacker,1000,175,70,22.86,21,United States,No,United States,Right,Normal,Medium,Medium,72,44,56,59,36,50,71,73,65,52,75,53,52,58,26,38,58,52,55,48,30.8,0,none,Low-risk
