season,name,position,team,location_x,kickoff_time,minutes,opp_team_name,location,was_home,area,mins_prev_match,duration,kickoff_date,temperature,humidity,elevation,injured
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-01-17 16:30:00+00:00,90,Liverpool,Liverpool,FALSE,Liverpool,79,4,17/01/2021,6.42,80,14.48,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-01-20 20:15:00+00:00,5,Fulham,London,FALSE,London,90,3,20/01/2021,10.55,84,7.55,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-01-27 20:15:00+00:00,90,Sheffield Utd,Sheffield,TRUE,Manchester,5,7,27/01/2021,6.12,94,52.86,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-01-30 17:30:00+00:00,79,Arsenal,London,FALSE,London,90,2,30/01/2021,7.47,85,7.55,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-02-02 20:15:00+00:00,59,Southampton,Southampton,TRUE,Manchester,79,3,02/02/2021,3.43,78,52.86,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-02-06 20:00:00+00:00,90,Everton,Liverpool,TRUE,Manchester,59,3,06/02/2021,7.29,87,52.86,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-02-14 14:00:00+00:00,90,West Brom,West Bromwich,FALSE,West Bromwich,90,7,14/02/2021,0.24,65,166.57,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-02-21 19:00:00+00:00,88,Newcastle,Newcastle upon Tyne,TRUE,Manchester,90,7,21/02/2021,11.13,75,52.86,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-02-28 16:30:00+00:00,90,Chelsea,London,FALSE,London,88,6,28/02/2021,5.48,85,7.55,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-03-03 20:15:00+00:00,90,Crystal Palace,London,FALSE,London,90,3,03/03/2021,4.49,95,7.55,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-03-07 16:30:00+00:00,72,Man City,Manchester,FALSE,Manchester,90,3,07/03/2021,1.68,71,52.86,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-03-14 19:15:00+00:00,90,West Ham,London,TRUE,Manchester,72,7,14/03/2021,6.77,83,52.86,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-04-04 18:30:00+00:00,71,Brighton,Brighton,TRUE,Manchester,90,20,04/04/2021,5.9,78,52.86,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-04-11 15:30:00+00:00,71,Spurs,London,FALSE,London,71,6,11/04/2021,4.46,69,7.55,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-04-18 15:00:00+00:00,83,Burnley,Burnley,TRUE,Manchester,71,6,18/04/2021,7.67,62,52.86,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-04-25 13:00:00+00:00,85,Leeds,Leeds,FALSE,Leeds,83,6,25/04/2021,6.67,51,40.44,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-05-09 13:05:00+00:00,90,Aston Villa,Birmingham,FALSE,Birmingham,85,14,09/05/2021,12.46,95,138.25,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-05-11 17:00:00+00:00,24,Leicester,Leicester,TRUE,Manchester,90,2,11/05/2021,8.87,81,52.86,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-05-13 19:15:00+00:00,90,Liverpool,Liverpool,TRUE,Manchester,24,2,13/05/2021,9.49,86,52.86,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-05-18 17:00:00+00:00,28,Fulham,London,TRUE,Manchester,90,4,18/05/2021,9.04,75,52.86,no
2020-2021,Marcus Rashford,MID,Man Utd,Manchester,2021-05-23 15:00:00+00:00,0,Wolves,Wolverhampton,FALSE,Wolverhampton,28,4,23/05/2021,4.89,86,156.19,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2021-08-14 11:30:00+00:00,0,Leeds,Leeds,TRUE,Manchester,0,0,14/08/2021,15.71,79,52.86,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2021-08-22 13:00:00+00:00,0,Southampton,Southampton,FALSE,Southampton,0,8,22/08/2021,16.3,90,11.03,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2021-08-29 15:30:00+00:00,0,Wolves,Wolverhampton,FALSE,Wolverhampton,0,7,29/08/2021,12.34,74,156.19,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2021-09-11 14:00:00+00:00,0,Newcastle,Newcastle upon Tyne,TRUE,Manchester,0,12,11/09/2021,18.51,87,52.86,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2021-09-19 13:00:00+00:00,0,West Ham,London,FALSE,London,0,7,19/09/2021,17.35,83,7.55,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2021-09-25 11:30:00+00:00,0,Aston Villa,Birmingham,TRUE,Manchester,0,5,25/09/2021,18.52,85,52.86,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2021-10-02 11:30:00+00:00,0,Everton,Liverpool,TRUE,Manchester,0,7,02/10/2021,10.14,82,52.86,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2021-10-16 14:00:00+00:00,25,Leicester,Leicester,FALSE,Leicester,0,14,16/10/2021,7.53,80,61.31,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2021-10-24 15:30:00+00:00,61,Liverpool,Liverpool,TRUE,Manchester,25,8,24/10/2021,11.74,74,52.86,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2021-10-30 16:30:00+00:00,19,Spurs,London,FALSE,London,61,6,30/10/2021,9.97,88,7.55,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2021-11-06 12:30:00+00:00,23,Man City,Manchester,TRUE,Manchester,19,6,06/11/2021,10.18,92,52.86,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2021-11-20 15:00:00+00:00,45,Watford,Watford,FALSE,Watford,23,14,20/11/2021,10.05,92,72.69,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2021-11-28 16:30:00+00:00,76,Chelsea,London,FALSE,London,45,8,28/11/2021,1.87,75,7.55,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2021-12-02 20:15:00+00:00,78,Arsenal,London,TRUE,Manchester,76,4,02/12/2021,2.3,71,52.86,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2021-12-05 14:00:00+00:00,75,Crystal Palace,London,TRUE,Manchester,78,2,05/12/2021,5.78,78,52.86,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2021-12-11 17:30:00+00:00,90,Norwich,Norwich,FALSE,Norwich,75,6,11/12/2021,2.24,91,21.49,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2021-12-27 20:00:00+00:00,90,Newcastle,Newcastle upon Tyne,FALSE,Newcastle upon Tyne,90,16,27/12/2021,4.67,99,44.76,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2021-12-30 20:15:00+00:00,0,Burnley,Burnley,TRUE,Manchester,90,3,30/12/2021,11.89,86,52.86,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-01-03 17:30:00+00:00,15,Wolves,Wolverhampton,TRUE,Manchester,0,3,03/01/2022,9.66,73,52.86,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-01-15 17:30:00+00:00,0,Aston Villa,Birmingham,FALSE,Birmingham,15,12,15/01/2022,-1.39,99,138.25,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-01-19 20:00:00+00:00,19,Brentford,London,FALSE,London,0,4,19/01/2022,5.18,93,7.55,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-01-22 15:00:00+00:00,28,West Ham,London,TRUE,Manchester,19,2,22/01/2022,6.82,76,52.86,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-02-08 20:00:00+00:00,84,Burnley,Burnley,FALSE,Burnley,28,17,08/02/2022,10.11,85,117.06,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-02-12 12:30:00+00:00,81,Southampton,Southampton,TRUE,Manchester,84,3,12/02/2022,5.71,71,52.86,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-02-15 20:15:00+00:00,11,Brighton,Brighton,TRUE,Manchester,81,3,15/02/2022,5.71,78,52.86,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-02-20 14:00:00+00:00,0,Leeds,Leeds,FALSE,Leeds,11,4,20/02/2022,3.13,91,40.44,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-02-26 15:00:00+00:00,16,Watford,Watford,TRUE,Manchester,0,6,26/02/2022,5.68,76,52.86,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-03-06 16:30:00+00:00,26,Man City,Manchester,FALSE,Manchester,16,8,06/03/2022,4.56,78,52.86,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-03-12 17:30:00+00:00,67,Spurs,London,TRUE,Manchester,26,6,12/03/2022,10.12,75,52.86,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-04-02 16:30:00+00:00,35,Leicester,Leicester,TRUE,Manchester,67,20,02/04/2022,3.97,86,52.86,no
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-04-09 11:30:00+00:00,63,Everton,Liverpool,FALSE,Liverpool,35,6,09/04/2022,5.98,68,14.48,yes
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-04-16 14:00:00+00:00,16,Norwich,Norwich,TRUE,Manchester,63,7,16/04/2022,11.83,80,52.86,yes
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-04-19 19:00:00+00:00,90,Liverpool,Liverpool,FALSE,Liverpool,16,3,19/04/2022,7.61,76,14.48,yes
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-04-23 11:30:00+00:00,13,Arsenal,London,FALSE,London,90,3,23/04/2022,9.52,80,7.55,yes
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-04-28 18:45:00+00:00,78,Chelsea,London,TRUE,Manchester,13,5,28/04/2022,5.79,63,52.86,yes
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-05-02 19:00:00+00:00,0,Brentford,London,TRUE,Manchester,78,4,02/05/2022,12.34,83,52.86,yes
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-05-07 16:30:00+00:00,0,Brighton,Brighton,FALSE,Brighton,0,4,07/05/2022,13.22,81,15.48,yes
2021-2022,Marcus Rashford,MID,Man Utd,Manchester,2022-05-22 15:00:00+00:00,0,Crystal Palace,London,FALSE,London,0,14,22/05/2022,13.05,79,7.55,yes
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2022-08-07 13:00:00+00:00,90,Brighton,Brighton,TRUE,Manchester,0,0,07/08/2022,13.48,77,52.86,yes
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2022-08-13 16:30:00+00:00,90,Brentford,London,FALSE,London,90,6,13/08/2022,22.23,60,7.55,yes
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2022-08-22 19:00:00+00:00,85,Liverpool,Liverpool,TRUE,Manchester,90,9,22/08/2022,16.82,74,52.86,yes
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2022-08-27 11:30:00+00:00,90,Southampton,Southampton,FALSE,Southampton,85,4,27/08/2022,15.51,83,11.03,yes
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2022-09-01 19:00:00+00:00,86,Leicester,Leicester,FALSE,Leicester,90,5,01/09/2022,13.65,86,61.31,yes
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2022-09-04 15:30:00+00:00,79,Arsenal,London,TRUE,Manchester,86,2,04/09/2022,18.45,65,52.86,yes
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2022-10-02 13:00:00+00:00,58,Man City,Manchester,FALSE,Manchester,79,27,02/10/2022,11.81,91,52.86,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2022-10-09 18:00:00+00:00,90,Everton,Liverpool,FALSE,Liverpool,58,7,09/10/2022,8.82,86,14.48,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2022-10-16 13:00:00+00:00,18,Newcastle,Newcastle upon Tyne,TRUE,Manchester,90,6,16/10/2022,11.21,77,52.86,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2022-10-19 19:15:00+00:00,90,Spurs,London,TRUE,Manchester,18,3,19/10/2022,10.72,77,52.86,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2022-10-22 16:30:00+00:00,80,Chelsea,London,FALSE,London,90,2,22/10/2022,15.28,91,7.55,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2022-10-30 16:15:00+00:00,90,West Ham,London,TRUE,Manchester,80,7,30/10/2022,14.57,84,52.86,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2022-11-06 14:00:00+00:00,90,Aston Villa,Birmingham,FALSE,Birmingham,90,6,06/11/2022,8.71,96,138.25,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2022-11-13 16:30:00+00:00,90,Fulham,London,FALSE,London,90,7,13/11/2022,11.73,96,7.55,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2022-12-27 20:00:00+00:00,85,Nott'm Forest,Nottingham,TRUE,Manchester,90,44,27/12/2022,4.05,84,52.86,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2022-12-31 12:30:00+00:00,45,Wolves,Wolverhampton,FALSE,Wolverhampton,85,3,31/12/2022,8.52,89,156.19,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-01-03 20:00:00+00:00,90,Bournemouth,Bournemouth,TRUE,Manchester,45,3,03/01/2023,1.85,87,52.86,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-01-14 12:30:00+00:00,90,Man City,Manchester,TRUE,Manchester,90,10,14/01/2023,7.27,83,52.86,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-01-18 20:00:00+00:00,90,Crystal Palace,London,FALSE,London,90,4,18/01/2023,-1.16,88,7.55,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-01-22 16:30:00+00:00,90,Arsenal,London,FALSE,London,90,3,22/01/2023,-0.56,93,7.55,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-02-04 15:00:00+00:00,90,Crystal Palace,London,TRUE,Manchester,90,12,04/02/2023,9.16,87,52.86,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-02-08 20:00:00+00:00,90,Leeds,Leeds,TRUE,Manchester,90,4,08/02/2023,3.42,86,52.86,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-02-12 14:00:00+00:00,90,Leeds,Leeds,FALSE,Leeds,90,3,12/02/2023,6.38,84,40.44,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-02-19 14:00:00+00:00,68,Leicester,Leicester,TRUE,Manchester,90,7,19/02/2023,9.52,85,52.86,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-03-05 16:30:00+00:00,84,Liverpool,Liverpool,FALSE,Liverpool,68,14,05/03/2023,3.65,71,14.48,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-03-12 14:00:00+00:00,90,Southampton,Southampton,TRUE,Manchester,84,6,12/03/2023,4.59,86,52.86,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-04-02 15:30:00+00:00,90,Newcastle,Newcastle upon Tyne,FALSE,Newcastle upon Tyne,90,21,02/04/2023,6.26,96,44.76,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-04-05 19:00:00+00:00,90,Brentford,London,TRUE,Manchester,90,3,05/04/2023,8.55,61,52.86,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-04-08 11:30:00+00:00,80,Everton,Liverpool,TRUE,Manchester,90,2,08/04/2023,8.29,72,52.86,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-04-16 15:30:00+00:00,0,Nott'm Forest,Nottingham,FALSE,Nottingham,80,8,16/04/2023,7.9,85,36.78,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-04-27 19:15:00+00:00,90,Spurs,London,FALSE,London,0,11,27/04/2023,8.2,73,7.55,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-04-30 13:00:00+00:00,85,Aston Villa,Birmingham,TRUE,Manchester,90,2,30/04/2023,12.99,88,52.86,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-05-04 19:00:00+00:00,90,Brighton,Brighton,FALSE,Brighton,85,4,04/05/2023,9.48,79,15.48,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-05-07 18:00:00+00:00,90,West Ham,London,FALSE,London,90,2,07/05/2023,13.67,93,7.55,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-05-13 14:00:00+00:00,0,Wolves,Wolverhampton,TRUE,Manchester,90,5,13/05/2023,9.56,78,52.86,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-05-20 14:00:00+00:00,0,Bournemouth,Bournemouth,FALSE,Bournemouth,0,7,20/05/2023,10.99,93,9.76,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-05-25 19:00:00+00:00,61,Chelsea,London,TRUE,Manchester,0,5,25/05/2023,13.16,86,52.86,no
2022-2023,Marcus Rashford,MID,Man Utd,Manchester,2023-05-28 15:30:00+00:00,76,Fulham,London,TRUE,Manchester,61,2,28/05/2023,14.51,75,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-08-14 19:00:00+00:00,87,Wolves,Wolverhampton,TRUE,Manchester,0,0,14/08/2023,15.74,83,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-08-19 16:30:00+00:00,84,Spurs,London,FALSE,London,87,4,19/08/2023,19.11,95,7.55,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-08-26 14:00:00+00:00,90,Nott'm Forest,Nottingham,TRUE,Manchester,84,6,26/08/2023,12.9,88,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-09-03 15:30:00+00:00,90,Arsenal,London,FALSE,London,90,8,03/09/2023,16.92,90,7.55,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-09-16 14:00:00+00:00,90,Brighton,Brighton,TRUE,Manchester,90,12,16/09/2023,14.16,87,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-09-23 19:00:00+00:00,90,Burnley,Burnley,FALSE,Burnley,90,7,23/09/2023,10.88,96,117.06,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-09-30 14:00:00+00:00,76,Crystal Palace,London,TRUE,Manchester,90,6,30/09/2023,11.85,85,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-10-07 14:00:00+00:00,62,Brentford,London,TRUE,Manchester,76,7,07/10/2023,17.37,87,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-10-21 19:00:00+00:00,87,Sheffield Utd,Sheffield,FALSE,Sheffield,62,14,21/10/2023,9.66,94,81.19,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-10-29 15:30:00+00:00,85,Man City,Manchester,TRUE,Manchester,87,7,29/10/2023,10.74,85,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-11-04 12:30:00+00:00,0,Fulham,London,FALSE,London,85,5,04/11/2023,7.79,88,7.55,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-11-11 15:00:00+00:00,90,Luton,Luton,TRUE,Manchester,0,7,11/11/2023,5.15,89,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-11-26 16:30:00+00:00,90,Everton,Liverpool,FALSE,Liverpool,90,15,26/11/2023,3.14,87,14.48,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-12-02 20:00:00+00:00,60,Newcastle,Newcastle upon Tyne,FALSE,Newcastle upon Tyne,90,6,02/12/2023,-4.9,100,44.76,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-12-06 20:15:00+00:00,6,Chelsea,London,TRUE,Manchester,60,4,06/12/2023,-0.37,90,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-12-09 15:00:00+00:00,11,Bournemouth,Bournemouth,TRUE,Manchester,6,2,09/12/2023,8.48,77,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-12-17 16:30:00+00:00,19,Liverpool,Liverpool,FALSE,Liverpool,11,8,17/12/2023,10.03,86,14.48,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-12-23 12:30:00+00:00,33,West Ham,London,FALSE,London,19,5,23/12/2023,9.62,80,7.55,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-12-26 20:00:00+00:00,79,Aston Villa,Birmingham,TRUE,Manchester,33,3,26/12/2023,9.07,72,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2023-12-30 17:30:00+00:00,90,Nott'm Forest,Nottingham,FALSE,Nottingham,79,3,30/12/2023,5.32,78,36.78,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2024-01-14 16:30:00+00:00,87,Spurs,London,TRUE,Manchester,90,14,14/01/2024,3.13,79,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2024-02-01 20:15:00+00:00,72,Wolves,Wolverhampton,FALSE,Wolverhampton,87,18,01/02/2024,5.19,91,156.19,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2024-02-04 14:00:00+00:00,90,West Ham,London,TRUE,Manchester,72,2,04/02/2024,9.07,76,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2024-02-11 16:30:00+00:00,72,Aston Villa,Birmingham,FALSE,Birmingham,90,7,11/02/2024,5.17,97,138.25,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2024-02-18 16:30:00+00:00,90,Luton,Luton,FALSE,Luton,72,7,18/02/2024,9.93,97,110.84,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2024-02-24 15:00:00+00:00,90,Fulham,London,TRUE,Manchester,90,5,24/02/2024,3.97,85,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2024-03-03 15:30:00+00:00,74,Man City,Manchester,FALSE,Manchester,90,8,03/03/2024,4.59,86,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2024-03-09 12:30:00+00:00,90,Everton,Liverpool,TRUE,Manchester,74,5,09/03/2024,6.29,75,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2024-03-30 20:00:00+00:00,79,Brentford,London,FALSE,London,90,21,30/03/2024,8.6,86,7.55,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2024-04-04 19:15:00+00:00,24,Chelsea,London,FALSE,London,79,4,04/04/2024,10.63,82,7.55,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2024-04-07 14:30:00+00:00,65,Liverpool,Liverpool,TRUE,Manchester,24,2,07/04/2024,11.23,77,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2024-04-13 16:30:00+00:00,90,Bournemouth,Bournemouth,FALSE,Bournemouth,65,6,13/04/2024,12.91,92,9.76,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2024-04-24 19:00:00+00:00,0,Sheffield Utd,Sheffield,TRUE,Manchester,90,11,24/04/2024,8.55,71,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2024-04-27 14:00:00+00:00,0,Burnley,Burnley,TRUE,Manchester,0,2,27/04/2024,5.78,76,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2024-05-06 19:00:00+00:00,0,Crystal Palace,London,FALSE,London,0,9,06/05/2024,11.83,85,7.55,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2024-05-12 15:30:00+00:00,0,Arsenal,London,TRUE,Manchester,0,5,12/05/2024,16.82,75,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2024-05-15 19:00:00+00:00,7,Newcastle,Newcastle upon Tyne,TRUE,Manchester,0,3,15/05/2024,14.59,82,52.86,no
2023-2024,Marcus Rashford,MID,Man Utd,Manchester,2024-05-19 15:00:00+00:00,15,Brighton,Brighton,FALSE,Brighton,7,3,19/05/2024,14.39,88,15.48,no
2018-2019,Michail Antonio,FWD,West Ham,London,2018-08-12 12:30:00+00:00,90,Liverpool,Liverpool,FALSE,Liverpool,0,0,12/08/2018,17.19,91,14.48,no
2018-2019,Michail Antonio,FWD,West Ham,London,2018-08-18 14:00:00+00:00,0,Bournemouth,Bournemouth,TRUE,London,90,6,18/08/2018,17.08,67,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2018-08-25 14:00:00+00:00,62,Arsenal,London,FALSE,London,0,7,25/08/2018,10.08,81,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2018-09-01 14:00:00+00:00,74,Wolves,Wolverhampton,TRUE,London,62,7,01/09/2018,14.58,76,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2018-09-16 15:00:00+00:00,26,Everton,Liverpool,FALSE,Liverpool,74,15,16/09/2018,14.57,77,14.48,no
2018-2019,Michail Antonio,FWD,West Ham,London,2018-09-23 12:30:00+00:00,64,Chelsea,London,TRUE,London,26,6,23/09/2018,11.38,93,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2018-09-29 11:30:00+00:00,7,Man Utd,Manchester,TRUE,London,64,5,29/09/2018,9.68,71,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2018-10-05 19:00:00+00:00,30,Brighton,Brighton,FALSE,Brighton,7,6,05/10/2018,13.23,96,15.48,no
2018-2019,Michail Antonio,FWD,West Ham,London,2018-10-20 14:00:00+00:00,18,Spurs,London,TRUE,London,30,14,20/10/2018,8.08,87,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2018-10-27 16:30:00+00:00,29,Leicester,Leicester,FALSE,Leicester,18,7,27/10/2018,3.9,80,61.31,no
2018-2019,Michail Antonio,FWD,West Ham,London,2018-11-03 15:00:00+00:00,4,Burnley,Burnley,TRUE,London,29,6,03/11/2018,5.88,79,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2018-11-10 15:00:00+00:00,26,Huddersfield,Huddersfield,FALSE,Huddersfield,4,7,10/11/2018,10.49,94,88.01,no
2018-2019,Michail Antonio,FWD,West Ham,London,2018-11-24 15:00:00+00:00,90,Man City,Manchester,TRUE,London,26,14,24/11/2018,8.48,87,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2018-12-01 15:00:00+00:00,0,Newcastle,Newcastle upon Tyne,FALSE,Newcastle upon Tyne,90,7,01/12/2018,4.15,81,44.76,no
2018-2019,Michail Antonio,FWD,West Ham,London,2018-12-04 19:45:00+00:00,90,Cardiff,Cardiff,TRUE,London,0,3,04/12/2018,5.58,83,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2018-12-08 15:00:00+00:00,0,Crystal Palace,London,TRUE,London,90,3,08/12/2018,7.48,78,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2018-12-15 17:30:00+00:00,84,Fulham,London,FALSE,London,0,7,15/12/2018,2.48,58,7.55,no
2018-2019,Michail Antonio,FWD,West Ham,London,2018-12-22 15:00:00+00:00,90,Watford,Watford,TRUE,London,84,6,22/12/2018,10.65,87,7.55,no
